"Reference Area","Time Period","Sex","Age group","Unit of measurement","Nature","Value"
"Australia and New Zealand (SDG)","2007","Male","15 - 24","Percent","Modeled","9.54"
"Australia and New Zealand (SDG)","2007","Male","15+","Percent","Modeled","3.94"
"Australia and New Zealand (SDG)","2007","Male","25+","Percent","Modeled","2.7"
"Australia and New Zealand (SDG)","2007","Total","15 - 24","Percent","Modeled","9.44"
"Australia and New Zealand (SDG)","2007","Total","15+","Percent","Modeled","4.24"
"Australia and New Zealand (SDG)","2007","Total","25+","Percent","Modeled","3.04"
"Australia and New Zealand (SDG)","2006","Female","15 - 24","Percent","Modeled","9.62"
"Australia and New Zealand (SDG)","2006","Female","15+","Percent","Modeled","4.79"
"Australia and New Zealand (SDG)","2006","Female","25+","Percent","Modeled","3.59"
"Australia and New Zealand (SDG)","2006","Male","15 - 24","Percent","Modeled","10.37"
"Australia and New Zealand (SDG)","2006","Male","15+","Percent","Modeled","4.49"
"Australia and New Zealand (SDG)","2006","Male","25+","Percent","Modeled","3.2"
"Australia and New Zealand (SDG)","2006","Total","15 - 24","Percent","Modeled","10.01"
"Australia and New Zealand (SDG)","2006","Total","15+","Percent","Modeled","4.62"
"Australia and New Zealand (SDG)","2006","Total","25+","Percent","Modeled","3.37"
"Australia and New Zealand (SDG)","2005","Female","15 - 24","Percent","Modeled","10.32"
"Australia and New Zealand (SDG)","2005","Female","15+","Percent","Modeled","5.03"
"Australia and New Zealand (SDG)","2005","Female","25+","Percent","Modeled","3.72"
"Australia and New Zealand (SDG)","2005","Male","15 - 24","Percent","Modeled","10.64"
"Australia and New Zealand (SDG)","2005","Male","15+","Percent","Modeled","4.66"
"Australia and New Zealand (SDG)","2005","Male","25+","Percent","Modeled","3.37"
"Australia and New Zealand (SDG)","2005","Total","15 - 24","Percent","Modeled","10.49"
"Australia and New Zealand (SDG)","2005","Total","15+","Percent","Modeled","4.82"
"Australia and New Zealand (SDG)","2005","Total","25+","Percent","Modeled","3.53"
"Australia and New Zealand (SDG)","2004","Female","15 - 24","Percent","Modeled","10.81"
"Australia and New Zealand (SDG)","2004","Female","15+","Percent","Modeled","5.36"
"Australia and New Zealand (SDG)","2004","Female","25+","Percent","Modeled","3.99"
"Australia and New Zealand (SDG)","2004","Male","15 - 24","Percent","Modeled","11.38"
"Australia and New Zealand (SDG)","2004","Male","15+","Percent","Modeled","4.99"
"Australia and New Zealand (SDG)","2004","Male","25+","Percent","Modeled","3.63"
"Australia and New Zealand (SDG)","2004","Total","15 - 24","Percent","Modeled","11.1"
"Australia and New Zealand (SDG)","2004","Total","15+","Percent","Modeled","5.16"
"Australia and New Zealand (SDG)","2004","Total","25+","Percent","Modeled","3.79"
"Australia and New Zealand (SDG)","2003","Female","15 - 24","Percent","Modeled","11.19"
"Australia and New Zealand (SDG)","2003","Female","15+","Percent","Modeled","5.83"
"Australia and New Zealand (SDG)","2003","Female","25+","Percent","Modeled","4.49"
"Australia and New Zealand (SDG)","2003","Male","15 - 24","Percent","Modeled","12.25"
"Australia and New Zealand (SDG)","2003","Male","15+","Percent","Modeled","5.65"
"Australia and New Zealand (SDG)","2003","Male","25+","Percent","Modeled","4.25"
"Australia and New Zealand (SDG)","2003","Total","15 - 24","Percent","Modeled","11.74"
"Australia and New Zealand (SDG)","2003","Total","15+","Percent","Modeled","5.73"
"Australia and New Zealand (SDG)","2003","Total","25+","Percent","Modeled","4.36"
"Australia and New Zealand (SDG)","2002","Female","15 - 24","Percent","Modeled","11.72"
"Australia and New Zealand (SDG)","2002","Female","15+","Percent","Modeled","6.04"
"Australia and New Zealand (SDG)","2002","Female","25+","Percent","Modeled","4.63"
"Australia and New Zealand (SDG)","2002","Male","15 - 24","Percent","Modeled","13.47"
"Australia and New Zealand (SDG)","2002","Male","15+","Percent","Modeled","6.3"
"Australia and New Zealand (SDG)","2002","Male","25+","Percent","Modeled","4.79"
"Australia and New Zealand (SDG)","2002","Total","15 - 24","Percent","Modeled","12.64"
"Australia and New Zealand (SDG)","2002","Total","15+","Percent","Modeled","6.18"
"Australia and New Zealand (SDG)","2002","Total","25+","Percent","Modeled","4.72"
"Australia and New Zealand (SDG)","2001","Female","15 - 24","Percent","Modeled","12.22"
"Australia and New Zealand (SDG)","2001","Female","15+","Percent","Modeled","6.27"
"Australia and New Zealand (SDG)","2001","Female","25+","Percent","Modeled","4.77"
"Australia and New Zealand (SDG)","2001","Male","15 - 24","Percent","Modeled","14.23"
"Australia and New Zealand (SDG)","2001","Male","15+","Percent","Modeled","6.73"
"Australia and New Zealand (SDG)","2001","Male","25+","Percent","Modeled","5.15"
"Australia and New Zealand (SDG)","2001","Total","15 - 24","Percent","Modeled","13.27"
"Australia and New Zealand (SDG)","2001","Total","15+","Percent","Modeled","6.52"
"Australia and New Zealand (SDG)","2001","Total","25+","Percent","Modeled","4.98"
"Australia and New Zealand (SDG)","2000","Female","15 - 24","Percent","Modeled","11.4"
"Australia and New Zealand (SDG)","2000","Female","15+","Percent","Modeled","6.05"
"Australia and New Zealand (SDG)","2000","Female","25+","Percent","Modeled","4.69"
"Australia and New Zealand (SDG)","2000","Male","15 - 24","Percent","Modeled","13.15"
"Australia and New Zealand (SDG)","2000","Male","15+","Percent","Modeled","6.42"
"Australia and New Zealand (SDG)","2000","Male","25+","Percent","Modeled","5.01"
"Australia and New Zealand (SDG)","2000","Total","15 - 24","Percent","Modeled","12.31"
"Australia and New Zealand (SDG)","2000","Total","15+","Percent","Modeled","6.26"
"Australia and New Zealand (SDG)","2000","Total","25+","Percent","Modeled","4.87"
"Caribbean (M49)","2016","Female","15 - 24","Percent","Modeled","32.44"
"Caribbean (M49)","2016","Female","15+","Percent","Modeled","13.52"
"Caribbean (M49)","2016","Female","25+","Percent","Modeled","10.26"
"Caribbean (M49)","2016","Male","15 - 24","Percent","Modeled","19.86"
"Caribbean (M49)","2016","Male","15+","Percent","Modeled","7.94"
"Caribbean (M49)","2016","Male","25+","Percent","Modeled","5.85"
"Caribbean (M49)","2016","Total","15 - 24","Percent","Modeled","25.16"
"Caribbean (M49)","2016","Total","15+","Percent","Modeled","10.3"
"Caribbean (M49)","2016","Total","25+","Percent","Modeled","7.72"
"Caribbean (M49)","2015","Female","15 - 24","Percent","Modeled","32.66"
"Caribbean (M49)","2015","Female","15+","Percent","Modeled","13.52"
"Caribbean (M49)","2015","Female","25+","Percent","Modeled","10.16"
"Caribbean (M49)","2015","Male","15 - 24","Percent","Modeled","19.88"
"Caribbean (M49)","2015","Male","15+","Percent","Modeled","7.94"
"Caribbean (M49)","2015","Male","25+","Percent","Modeled","5.81"
"Caribbean (M49)","2015","Total","15 - 24","Percent","Modeled","25.26"
"Caribbean (M49)","2015","Total","15+","Percent","Modeled","10.31"
"Caribbean (M49)","2015","Total","25+","Percent","Modeled","7.66"
"Caribbean (M49)","2014","Female","15 - 24","Percent","Modeled","33.28"
"Caribbean (M49)","2014","Female","15+","Percent","Modeled","13.73"
"Caribbean (M49)","2014","Female","25+","Percent","Modeled","10.24"
"Caribbean (M49)","2014","Male","15 - 24","Percent","Modeled","20.35"
"Caribbean (M49)","2014","Male","15+","Percent","Modeled","8.16"
"Caribbean (M49)","2014","Male","25+","Percent","Modeled","5.95"
"Caribbean (M49)","2014","Total","15 - 24","Percent","Modeled","25.79"
"Caribbean (M49)","2014","Total","15+","Percent","Modeled","10.52"
"Caribbean (M49)","2014","Total","25+","Percent","Modeled","7.77"
"Caribbean (M49)","2013","Female","15 - 24","Percent","Modeled","34.31"
"Caribbean (M49)","2013","Female","15+","Percent","Modeled","14.26"
"Caribbean (M49)","2013","Female","25+","Percent","Modeled","10.57"
"Caribbean (M49)","2013","Male","15 - 24","Percent","Modeled","21.19"
"Caribbean (M49)","2013","Male","15+","Percent","Modeled","8.51"
"Caribbean (M49)","2013","Male","25+","Percent","Modeled","6.15"
"Caribbean (M49)","2013","Total","15 - 24","Percent","Modeled","26.71"
"Caribbean (M49)","2013","Total","15+","Percent","Modeled","10.94"
"Caribbean (M49)","2013","Total","25+","Percent","Modeled","8.02"
"Caribbean (M49)","2012","Female","15 - 24","Percent","Modeled","32.54"
"Caribbean (M49)","2012","Female","15+","Percent","Modeled","13.82"
"Caribbean (M49)","2012","Female","25+","Percent","Modeled","10.24"
"Caribbean (M49)","2012","Male","15 - 24","Percent","Modeled","21.6"
"Caribbean (M49)","2012","Male","15+","Percent","Modeled","8.63"
"Caribbean (M49)","2012","Male","25+","Percent","Modeled","6.15"
"Caribbean (M49)","2012","Total","15 - 24","Percent","Modeled","26.22"
"Caribbean (M49)","2012","Total","15+","Percent","Modeled","10.82"
"Caribbean (M49)","2012","Total","25+","Percent","Modeled","7.87"
"Caribbean (M49)","2011","Female","15 - 24","Percent","Modeled","31.14"
"Caribbean (M49)","2011","Female","15+","Percent","Modeled","13.49"
"Caribbean (M49)","2011","Female","25+","Percent","Modeled","10.09"
"Caribbean (M49)","2011","Male","15 - 24","Percent","Modeled","21"
"Caribbean (M49)","2011","Male","15+","Percent","Modeled","8.65"
"Caribbean (M49)","2011","Male","25+","Percent","Modeled","6.24"
"Caribbean (M49)","2011","Total","15 - 24","Percent","Modeled","25.24"
"Caribbean (M49)","2011","Total","15+","Percent","Modeled","10.68"
"Caribbean (M49)","2011","Total","25+","Percent","Modeled","7.86"
"Caribbean (M49)","2010","Female","15 - 24","Percent","Modeled","29.28"
"Caribbean (M49)","2010","Female","15+","Percent","Modeled","12.56"
"Caribbean (M49)","2010","Female","25+","Percent","Modeled","9.27"
"Caribbean (M49)","2010","Male","15 - 24","Percent","Modeled","19.96"
"Caribbean (M49)","2010","Male","15+","Percent","Modeled","8.26"
"Caribbean (M49)","2010","Male","25+","Percent","Modeled","5.95"
"Caribbean (M49)","2010","Total","15 - 24","Percent","Modeled","23.84"
"Caribbean (M49)","2010","Total","15+","Percent","Modeled","10.05"
"Caribbean (M49)","2010","Total","25+","Percent","Modeled","7.34"
"Caribbean (M49)","2009","Female","15 - 24","Percent","Modeled","30.41"
"Caribbean (M49)","2009","Female","15+","Percent","Modeled","13.2"
"Caribbean (M49)","2009","Female","25+","Percent","Modeled","9.78"
"Caribbean (M49)","2009","Male","15 - 24","Percent","Modeled","20.29"
"Caribbean (M49)","2009","Male","15+","Percent","Modeled","8.15"
"Caribbean (M49)","2009","Male","25+","Percent","Modeled","5.75"
"Caribbean (M49)","2009","Total","15 - 24","Percent","Modeled","24.5"
"Caribbean (M49)","2009","Total","15+","Percent","Modeled","10.24"
"Caribbean (M49)","2009","Total","25+","Percent","Modeled","7.42"
"Caribbean (M49)","2008","Female","15 - 24","Percent","Modeled","30.87"
"Caribbean (M49)","2008","Female","15+","Percent","Modeled","13.1"
"Caribbean (M49)","2008","Female","25+","Percent","Modeled","9.48"
"Caribbean (M49)","2008","Male","15 - 24","Percent","Modeled","19.28"
"Caribbean (M49)","2008","Male","15+","Percent","Modeled","7.54"
"Caribbean (M49)","2008","Male","25+","Percent","Modeled","5.13"
"Caribbean (M49)","2008","Total","15 - 24","Percent","Modeled","24.07"
"Caribbean (M49)","2008","Total","15+","Percent","Modeled","9.85"
"Caribbean (M49)","2008","Total","25+","Percent","Modeled","6.94"
"Caribbean (M49)","2007","Female","15 - 24","Percent","Modeled","32.37"
"Caribbean (M49)","2007","Female","15+","Percent","Modeled","13.97"
"Caribbean (M49)","2007","Female","25+","Percent","Modeled","10.09"
"Caribbean (M49)","2007","Male","15 - 24","Percent","Modeled","20.04"
"Caribbean (M49)","2007","Male","15+","Percent","Modeled","7.84"
"Caribbean (M49)","2007","Male","25+","Percent","Modeled","5.28"
"Caribbean (M49)","2007","Total","15 - 24","Percent","Modeled","25.17"
"Caribbean (M49)","2007","Total","15+","Percent","Modeled","10.38"
"Caribbean (M49)","2007","Total","25+","Percent","Modeled","7.27"
"Caribbean (M49)","2006","Female","15 - 24","Percent","Modeled","33.07"
"Caribbean (M49)","2006","Female","15+","Percent","Modeled","13.91"
"Caribbean (M49)","2006","Female","25+","Percent","Modeled","9.87"
"Caribbean (M49)","2006","Male","15 - 24","Percent","Modeled","20.3"
"Caribbean (M49)","2006","Male","15+","Percent","Modeled","7.94"
"Caribbean (M49)","2006","Male","25+","Percent","Modeled","5.35"
"Caribbean (M49)","2006","Total","15 - 24","Percent","Modeled","25.58"
"Caribbean (M49)","2006","Total","15+","Percent","Modeled","10.41"
"Caribbean (M49)","2006","Total","25+","Percent","Modeled","7.21"
"Caribbean (M49)","2005","Female","15 - 24","Percent","Modeled","34.33"
"Caribbean (M49)","2005","Female","15+","Percent","Modeled","14.57"
"Caribbean (M49)","2005","Female","25+","Percent","Modeled","10.32"
"Caribbean (M49)","2005","Male","15 - 24","Percent","Modeled","20.19"
"Caribbean (M49)","2005","Male","15+","Percent","Modeled","8.03"
"Caribbean (M49)","2005","Male","25+","Percent","Modeled","5.44"
"Caribbean (M49)","2005","Total","15 - 24","Percent","Modeled","25.99"
"Caribbean (M49)","2005","Total","15+","Percent","Modeled","10.7"
"Caribbean (M49)","2005","Total","25+","Percent","Modeled","7.43"
"Caribbean (M49)","2004","Female","15 - 24","Percent","Modeled","34.05"
"Caribbean (M49)","2004","Female","15+","Percent","Modeled","14.26"
"Caribbean (M49)","2004","Female","25+","Percent","Modeled","10"
"Caribbean (M49)","2004","Male","15 - 24","Percent","Modeled","19.89"
"Caribbean (M49)","2004","Male","15+","Percent","Modeled","7.87"
"Caribbean (M49)","2004","Male","25+","Percent","Modeled","5.31"
"Caribbean (M49)","2004","Total","15 - 24","Percent","Modeled","25.64"
"Caribbean (M49)","2004","Total","15+","Percent","Modeled","10.45"
"Caribbean (M49)","2004","Total","25+","Percent","Modeled","7.2"
"Caribbean (M49)","2003","Female","15 - 24","Percent","Modeled","31.46"
"Caribbean (M49)","2003","Female","15+","Percent","Modeled","13.74"
"Caribbean (M49)","2003","Female","25+","Percent","Modeled","9.91"
"Caribbean (M49)","2003","Male","15 - 24","Percent","Modeled","18.58"
"Caribbean (M49)","2003","Male","15+","Percent","Modeled","7.61"
"Caribbean (M49)","2003","Male","25+","Percent","Modeled","5.29"
"Caribbean (M49)","2003","Total","15 - 24","Percent","Modeled","23.79"
"Caribbean (M49)","2003","Total","15+","Percent","Modeled","10.07"
"Caribbean (M49)","2003","Total","25+","Percent","Modeled","7.14"
"Caribbean (M49)","2002","Female","15 - 24","Percent","Modeled","24.97"
"Caribbean (M49)","2002","Female","15+","Percent","Modeled","11.93"
"Caribbean (M49)","2002","Female","25+","Percent","Modeled","9.12"
"Caribbean (M49)","2002","Male","15 - 24","Percent","Modeled","17.22"
"Caribbean (M49)","2002","Male","15+","Percent","Modeled","8.82"
"Caribbean (M49)","2002","Male","25+","Percent","Modeled","7.04"
"Caribbean (M49)","2002","Total","15 - 24","Percent","Modeled","20.34"
"Caribbean (M49)","2002","Total","15+","Percent","Modeled","10.06"
"Caribbean (M49)","2002","Total","25+","Percent","Modeled","7.87"
"Caribbean (M49)","2001","Female","15 - 24","Percent","Modeled","26.43"
"Caribbean (M49)","2001","Female","15+","Percent","Modeled","12.54"
"Caribbean (M49)","2001","Female","25+","Percent","Modeled","9.53"
"Caribbean (M49)","2001","Male","15 - 24","Percent","Modeled","17.25"
"Caribbean (M49)","2001","Male","15+","Percent","Modeled","8.19"
"Caribbean (M49)","2001","Male","25+","Percent","Modeled","6.28"
"Caribbean (M49)","2001","Total","15 - 24","Percent","Modeled","20.94"
"Caribbean (M49)","2001","Total","15+","Percent","Modeled","9.91"
"Caribbean (M49)","2001","Total","25+","Percent","Modeled","7.56"
"Caribbean (M49)","2000","Female","15 - 24","Percent","Modeled","26.62"
"Caribbean (M49)","2000","Female","15+","Percent","Modeled","12.98"
"Caribbean (M49)","2000","Female","25+","Percent","Modeled","9.98"
"Caribbean (M49)","2000","Male","15 - 24","Percent","Modeled","16.81"
"Caribbean (M49)","2000","Male","15+","Percent","Modeled","7.57"
"Caribbean (M49)","2000","Male","25+","Percent","Modeled","5.61"
"Caribbean (M49)","2000","Total","15 - 24","Percent","Modeled","20.74"
"Caribbean (M49)","2000","Total","15+","Percent","Modeled","9.7"
"Caribbean (M49)","2000","Total","25+","Percent","Modeled","7.32"
"Caucasus and Central Asia (MDG)","2016","Female","15 - 24","Percent","Modeled","16.56"
"Caucasus and Central Asia (MDG)","2016","Female","15+","Percent","Modeled","8.29"
"Caucasus and Central Asia (MDG)","2016","Female","25+","Percent","Modeled","6.97"
"Caucasus and Central Asia (MDG)","2016","Male","15 - 24","Percent","Modeled","15.09"
"Caucasus and Central Asia (MDG)","2016","Male","15+","Percent","Modeled","7.99"
"Caucasus and Central Asia (MDG)","2016","Male","25+","Percent","Modeled","6.55"
"Caucasus and Central Asia (MDG)","2016","Total","15 - 24","Percent","Modeled","15.67"
"Caucasus and Central Asia (MDG)","2016","Total","15+","Percent","Modeled","8.12"
"Caucasus and Central Asia (MDG)","2016","Total","25+","Percent","Modeled","6.74"
"Caucasus and Central Asia (MDG)","2015","Female","15 - 24","Percent","Modeled","16.36"
"Caucasus and Central Asia (MDG)","2015","Female","15+","Percent","Modeled","8.24"
"Caucasus and Central Asia (MDG)","2015","Female","25+","Percent","Modeled","6.87"
"Caucasus and Central Asia (MDG)","2015","Male","15 - 24","Percent","Modeled","14.84"
"Caucasus and Central Asia (MDG)","2015","Male","15+","Percent","Modeled","7.96"
"Caucasus and Central Asia (MDG)","2015","Male","25+","Percent","Modeled","6.5"
"Caucasus and Central Asia (MDG)","2015","Total","15 - 24","Percent","Modeled","15.44"
"Caucasus and Central Asia (MDG)","2015","Total","15+","Percent","Modeled","8.08"
"Caucasus and Central Asia (MDG)","2015","Total","25+","Percent","Modeled","6.67"
"Caucasus and Central Asia (MDG)","2014","Female","15 - 24","Percent","Modeled","15.79"
"Caucasus and Central Asia (MDG)","2014","Female","15+","Percent","Modeled","8.34"
"Caucasus and Central Asia (MDG)","2014","Female","25+","Percent","Modeled","7.02"
"Caucasus and Central Asia (MDG)","2014","Male","15 - 24","Percent","Modeled","14.71"
"Caucasus and Central Asia (MDG)","2014","Male","15+","Percent","Modeled","8.09"
